Date,Mu2Ch12,Mu2Ch13,Mu2Ch23,Icorr213,Icorr212,Icorr223
2022-08-08 11:00:00+00:00,19296,9807,19786,9800,19284,19772
2022-08-08 12:00:00+00:00,19240,9915,19865,9909,19231,19854
2022-08-08 13:00:00+00:00,19207,9824,20032,9822,19204,20028
2022-08-08 14:00:00+00:00,19273,9901,19959,9901,19274,19960
2022-08-08 15:00:00+00:00,19277,9962,19861,9964,19281,19865
2022-08-08 16:00:00+00:00,19269,9962,19916,9965,19275,19922
2022-08-08 17:00:00+00:00,18974,9726,19768,9729,18979,19774
2022-08-08 18:00:00+00:00,19248,9882,19991,9886,19255,19998
2022-08-08 19:00:00+00:00,19143,9877,19971,9878,19145,19973
2022-08-08 20:00:00+00:00,19418,9920,19819,9918,19416,19816
2022-08-08 21:00:00+00:00,19352,9934,19918,9928,19343,19907
2022-08-08 22:00:00+00:00,19236,9990,19871,9981,19222,19855
2022-08-08 23:00:00+00:00,19203,9944,19978,9933,19185,19957
2022-08-09 00:00:00+00:00,19375,9947,20059,9934,19353,20035
2022-08-09 01:00:00+00:00,19248,9977,19849,9964,19227,19825
2022-08-09 02:00:00+00:00,19403,10048,20095,10033,19378,20067
2022-08-09 03:00:00+00:00,19200,9686,19713,9677,19185,19696
2022-08-09 04:00:00+00:00,19181,9923,19929,9919,19175,19922
2022-08-09 05:00:00+00:00,19073,9953,20074,9953,19073,20074
2022-08-09 06:00:00+00:00,19551,10157,20288,10155,19549,20285
2022-08-09 07:00:00+00:00,18860,9784,19652,9783,18859,19650
2022-08-09 08:00:00+00:00,19127,9871,20099,9869,19124,20095
2022-08-09 09:00:00+00:00,19164,9812,19914,9806,19155,19903
2022-08-09 10:00:00+00:00,19224,9889,19770,9883,19214,19758
2022-08-09 11:00:00+00:00,19245,9993,20167,9986,19234,20154
2022-08-09 12:00:00+00:00,19127,9838,19958,9831,19116,19945
2022-08-09 13:00:00+00:00,19087,9752,19690,9747,19079,19681
2022-08-09 14:00:00+00:00,19202,9872,20046,9869,19198,20041
2022-08-09 15:00:00+00:00,19294,9982,20011,9982,19295,20012
2022-08-09 16:00:00+00:00,19255,9960,20153,9961,19257,20155
2022-08-09 17:00:00+00:00,19251,9971,20070,9972,19253,20072
2022-08-09 18:00:00+00:00,18983,9745,19779,9746,18985,19781
2022-08-09 19:00:00+00:00,19185,10020,20033,10021,19187,20035
2022-08-09 20:00:00+00:00,19007,9880,19998,9878,19004,19994
2022-08-09 21:00:00+00:00,19337,10013,20062,10008,19329,20052
2022-08-09 22:00:00+00:00,18980,9774,19869,9766,18967,19854
2022-08-09 23:00:00+00:00,19094,9874,19863,9864,19078,19845
2022-08-10 00:00:00+00:00,18807,9744,19635,9733,18789,19615
2022-08-10 01:00:00+00:00,18964,9836,19947,9825,18946,19926
2022-08-10 02:00:00+00:00,19105,9736,19637,9726,19088,19618
2022-08-10 03:00:00+00:00,18966,9793,19727,9787,18956,19715
2022-08-10 04:00:00+00:00,19050,9919,19815,9916,19046,19810
2022-08-10 05:00:00+00:00,18889,9781,19640,9784,18894,19646
2022-08-10 06:00:00+00:00,19148,9902,19793,9909,19159,19806
2022-08-10 07:00:00+00:00,19124,9877,19902,9883,19134,19914
2022-08-10 08:00:00+00:00,19147,9872,19849,9877,19156,19860
2022-08-10 09:00:00+00:00,19165,9893,20004,9899,19175,20016
2022-08-10 10:00:00+00:00,18867,9743,19819,9748,18875,19829
2022-08-10 11:00:00+00:00,18931,9782,19899,9787,18939,19909
2022-08-10 12:00:00+00:00,19043,9861,19872,9865,19049,19879
2022-08-10 13:00:00+00:00,19124,9939,19793,9944,19133,19804
2022-08-10 14:00:00+00:00,19268,9985,19925,9995,19285,19944
2022-08-10 15:00:00+00:00,19002,9848,19934,9860,19023,19958
2022-08-10 16:00:00+00:00,19023,9705,19559,9717,19044,19583
2022-08-10 17:00:00+00:00,18945,9643,19408,9656,18967,19433
2022-08-10 18:00:00+00:00,19103,9866,19577,9879,19125,19602
2022-08-10 19:00:00+00:00,18969,9685,19689,9697,18989,19712
2022-08-10 20:00:00+00:00,18859,9606,19820,9617,18879,19843
2022-08-10 21:00:00+00:00,18966,9904,19930,9914,18983,19950
2022-08-10 22:00:00+00:00,18887,9644,19625,9652,18900,19640
2022-08-10 23:00:00+00:00,18933,9743,19677,9748,18941,19687
2022-08-11 00:00:00+00:00,19048,9836,19733,9840,19054,19740
2022-08-11 01:00:00+00:00,18808,9832,19851,9836,18814,19858
2022-08-11 02:00:00+00:00,19043,9792,19751,9796,19049,19758
2022-08-11 03:00:00+00:00,18953,9699,19747,9707,18967,19763
2022-08-11 04:00:00+00:00,18905,9799,19975,9808,18920,19993
2022-08-11 05:00:00+00:00,18987,9817,19837,9828,19005,19858
2022-08-11 06:00:00+00:00,19119,9782,19622,9795,19141,19647
2022-08-11 07:00:00+00:00,19229,9867,19843,9881,19252,19870
2022-08-11 08:00:00+00:00,19155,9834,19878,9846,19175,19901
2022-08-11 09:00:00+00:00,19089,9908,19878,9919,19108,19900
2022-08-11 10:00:00+00:00,19074,9803,19836,9811,19088,19852
2022-08-11 11:00:00+00:00,18776,9533,19715,9540,18788,19729
2022-08-11 12:00:00+00:00,19280,9814,19979,9823,19297,19998
2022-08-11 13:00:00+00:00,19242,9990,20109,10000,19259,20129
2022-08-11 14:00:00+00:00,19310,9839,19932,9851,19331,19955
2022-08-11 15:00:00+00:00,19496,10079,20326,10092,19518,20351
2022-08-11 16:00:00+00:00,19157,9822,19852,9835,19179,19877
2022-08-11 17:00:00+00:00,19158,9946,20020,9957,19176,20041
2022-08-11 18:00:00+00:00,18815,9561,19461,9570,18830,19478
2022-08-11 19:00:00+00:00,18914,9723,19903,9732,18930,19922
2022-08-11 20:00:00+00:00,18966,9754,19777,9761,18978,19791
2022-08-11 21:00:00+00:00,19127,9916,19986,9922,19137,19998
2022-08-11 22:00:00+00:00,18922,9730,19743,9734,18928,19750
2022-08-11 23:00:00+00:00,19068,9791,19938,9791,19069,19939
2022-08-12 00:00:00+00:00,18765,9644,19515,9641,18760,19509
2022-08-12 01:00:00+00:00,18982,9839,19829,9834,18975,19821
2022-08-12 02:00:00+00:00,19101,9857,19855,9852,19093,19846
2022-08-12 03:00:00+00:00,18857,9709,19605,9709,18857,19605
2022-08-12 04:00:00+00:00,18982,9828,19854,9829,18984,19857
2022-08-12 05:00:00+00:00,18948,9694,19506,9699,18956,19516
2022-08-12 06:00:00+00:00,19038,9861,19768,9865,19044,19775
2022-08-12 07:00:00+00:00,19224,9837,19876,9841,19232,19885
2022-08-12 08:00:00+00:00,18867,9748,19841,9750,18870,19845
2022-08-12 09:00:00+00:00,19229,9950,19971,9950,19230,19972
2022-08-12 10:00:00+00:00,19630,10114,20036,10114,19630,20036
2022-08-12 11:00:00+00:00,19092,9882,19996,9880,19090,19993
2022-08-12 12:00:00+00:00,19150,9894,20051,9892,19147,20047
2022-08-12 13:00:00+00:00,19053,9745,19852,9744,19052,19850
2022-08-12 14:00:00+00:00,19102,9847,19996,9849,19106,20000
2022-08-12 15:00:00+00:00,19305,10045,19910,10048,19310,19915
2022-08-12 16:00:00+00:00,19192,9943,19728,9947,19200,19737
2022-08-12 17:00:00+00:00,19120,9976,19928,9979,19125,19934
2022-08-12 18:00:00+00:00,19041,9843,19947,9846,19046,19953
2022-08-12 19:00:00+00:00,19249,9927,19992,9927,19249,19992
2022-08-12 20:00:00+00:00,18946,9706,19655,9703,18942,19650
2022-08-12 21:00:00+00:00,18917,9733,19779,9728,18910,19771
2022-08-12 22:00:00+00:00,19248,9922,19762,9914,19236,19748
2022-08-12 23:00:00+00:00,19067,9856,19866,9844,19048,19844
2022-08-13 00:00:00+00:00,19198,9940,19824,9927,19177,19800
2022-08-13 01:00:00+00:00,19435,10030,20234,10016,19412,20208
2022-08-13 02:00:00+00:00,19234,9961,20065,9948,19212,20040
2022-08-13 03:00:00+00:00,19122,9898,19951,9886,19103,19929
2022-08-13 04:00:00+00:00,19239,9885,20110,9878,19228,20097
2022-08-13 05:00:00+00:00,19251,9875,20037,9872,19246,20031
2022-08-13 06:00:00+00:00,19275,9956,20015,9956,19275,20015
2022-08-13 07:00:00+00:00,19193,10022,20263,10023,19195,20265
2022-08-13 08:00:00+00:00,19115,9899,20010,9899,19116,20011
2022-08-13 09:00:00+00:00,19093,9799,19858,9797,19091,19855
2022-08-13 10:00:00+00:00,19082,9687,19653,9684,19078,19648
2022-08-13 11:00:00+00:00,19277,9954,20162,9951,19272,20156
2022-08-13 12:00:00+00:00,19310,9913,19972,9911,19307,19968
2022-08-13 13:00:00+00:00,19262,9815,19895,9814,19261,19893
2022-08-13 14:00:00+00:00,19228,9825,19796,9825,19228,19796
2022-08-13 15:00:00+00:00,19223,9936,20066,9937,19225,20068
2022-08-13 16:00:00+00:00,19197,9863,19783,9863,19197,19783
2022-08-13 17:00:00+00:00,19257,9984,19870,9984,19257,19870
2022-08-13 18:00:00+00:00,19043,9781,19918,9782,19045,19920
2022-08-13 19:00:00+00:00,19170,9812,19828,9812,19170,19828
2022-08-13 20:00:00+00:00,19553,9918,20046,9915,19548,20041
2022-08-13 21:00:00+00:00,19192,9890,20099,9885,19184,20089
2022-08-13 22:00:00+00:00,19199,9844,20038,9838,19189,20026
2022-08-13 23:00:00+00:00,19354,10033,20112,10025,19342,20098
2022-08-14 00:00:00+00:00,19405,10025,20060,10016,19389,20043
2022-08-14 01:00:00+00:00,19247,9830,19945,9818,19228,19923
2022-08-14 02:00:00+00:00,19346,9923,19818,9913,19329,19798
2022-08-14 03:00:00+00:00,19311,9891,19813,9885,19302,19802
2022-08-14 04:00:00+00:00,19308,9905,20100,9903,19306,20097
2022-08-14 05:00:00+00:00,19296,10000,20028,10002,19301,20033
2022-08-14 06:00:00+00:00,19048,9848,19959,9850,19051,19963
2022-08-14 07:00:00+00:00,19014,9747,19812,9749,19017,19816
2022-08-14 08:00:00+00:00,19099,9777,19929,9777,19099,19929
2022-08-14 09:00:00+00:00,19170,9984,20199,9983,19169,20197
2022-08-14 10:00:00+00:00,19559,10072,20126,10070,19557,20123
2022-08-14 11:00:00+00:00,19430,10125,20130,10120,19423,20122
2022-08-14 12:00:00+00:00,19314,9940,20130,9935,19306,20120
2022-08-14 13:00:00+00:00,19129,9870,19977,9865,19122,19969
2022-08-14 14:00:00+00:00,19190,9921,20152,9919,19187,20148
2022-08-14 15:00:00+00:00,19518,10158,20095,10157,19517,20093
2022-08-14 16:00:00+00:00,19288,10048,20486,10047,19287,20484
2022-08-14 17:00:00+00:00,19407,10043,20315,10041,19405,20312
2022-08-14 18:00:00+00:00,19253,9929,20022,9925,19247,20015
2022-08-14 19:00:00+00:00,19249,9921,20126,9915,19239,20114
2022-08-14 20:00:00+00:00,19403,9866,20015,9859,19390,20001
2022-08-14 21:00:00+00:00,19095,9970,19995,9961,19080,19978
2022-08-14 22:00:00+00:00,19343,9982,20245,9971,19325,20224
2022-08-14 23:00:00+00:00,19440,9875,20020,9861,19416,19993
2022-08-15 00:00:00+00:00,19443,10059,20325,10044,19417,20296
2022-08-15 01:00:00+00:00,19211,9949,20094,9932,19183,20062
2022-08-15 02:00:00+00:00,19333,9953,20066,9935,19304,20033
2022-08-15 03:00:00+00:00,19609,10053,20201,10037,19582,20171
2022-08-15 04:00:00+00:00,19304,9921,20231,9907,19281,20204
2022-08-15 05:00:00+00:00,19254,9878,20163,9866,19235,20141
2022-08-15 06:00:00+00:00,19233,9829,19969,9819,19216,19949
2022-08-15 07:00:00+00:00,19409,9945,20126,9936,19393,20108
2022-08-15 08:00:00+00:00,19413,9876,20118,9867,19397,20100
2022-08-15 09:00:00+00:00,19366,9971,20212,9959,19347,20190
2022-08-15 10:00:00+00:00,19813,10251,20568,10237,19789,20541
2022-08-15 11:00:00+00:00,19826,10147,20329,10132,19800,20300
2022-08-15 12:00:00+00:00,19459,10101,20418,10084,19430,20385
2022-08-15 13:00:00+00:00,19653,10163,20436,10146,19624,20403
2022-08-15 14:00:00+00:00,19686,10137,20134,10120,19657,20102
2022-08-15 15:00:00+00:00,19487,10027,20273,10009,19457,20239
2022-08-15 16:00:00+00:00,19575,10089,20308,10072,19547,20276
2022-08-15 17:00:00+00:00,19537,10164,20407,10147,19509,20375
2022-08-15 18:00:00+00:00,19390,10069,20377,10051,19360,20343
2022-08-15 19:00:00+00:00,19475,10020,20306,10002,19444,20271
2022-08-15 20:00:00+00:00,19457,10076,20158,10056,19424,20121
2022-08-15 21:00:00+00:00,19570,10057,20216,10035,19533,20174
2022-08-15 22:00:00+00:00,19598,10133,20319,10109,19558,20274
2022-08-15 23:00:00+00:00,19345,10032,20432,10004,19298,20377
2022-08-16 00:00:00+00:00,19396,9980,20109,9950,19345,20052
2022-08-16 01:00:00+00:00,19490,10073,20372,10043,19439,20314
2022-08-16 02:00:00+00:00,19561,10240,20480,10210,19512,20424
2022-08-16 03:00:00+00:00,19616,10159,20414,10134,19574,20366
2022-08-16 04:00:00+00:00,19567,10091,20311,10070,19531,20270
2022-08-16 05:00:00+00:00,19534,10107,20517,10088,19502,20481
2022-08-16 06:00:00+00:00,19590,10207,20355,10188,19559,20320
2022-08-16 07:00:00+00:00,19351,10051,20229,10032,19320,20193
2022-08-16 08:00:00+00:00,19603,10066,20350,10046,19570,20313
2022-08-16 09:00:00+00:00,19501,10069,20313,10047,19464,20271
2022-08-16 10:00:00+00:00,19522,10079,20311,10056,19484,20268
2022-08-16 11:00:00+00:00,19574,10185,20479,10163,19537,20437
2022-08-16 12:00:00+00:00,19710,10129,20346,10103,19667,20297
2022-08-16 13:00:00+00:00,19782,10240,20616,10215,19740,20568
2022-08-16 14:00:00+00:00,19758,10185,20399,10161,19718,20354
2022-08-16 15:00:00+00:00,19522,9944,20400,9919,19480,20352
2022-08-16 16:00:00+00:00,19474,10082,20326,10058,19433,20280
2022-08-16 17:00:00+00:00,19571,10115,20446,10090,19529,20398
2022-08-16 18:00:00+00:00,19472,10044,20374,10020,19431,20327
2022-08-16 19:00:00+00:00,19332,9982,20239,9960,19295,20196
2022-08-16 20:00:00+00:00,19757,10061,20385,10037,19716,20338
2022-08-16 21:00:00+00:00,19344,10089,20338,10062,19300,20287
2022-08-16 22:00:00+00:00,19325,10094,20383,10064,19276,20326
2022-08-16 23:00:00+00:00,19565,10115,20495,10083,19512,20434
2022-08-17 00:00:00+00:00,19649,10256,20608,10222,19592,20542
2022-08-17 01:00:00+00:00,19420,9979,20254,9946,19364,20190
2022-08-17 02:00:00+00:00,19223,9970,20210,9940,19173,20152
2022-08-17 03:00:00+00:00,19684,10090,20241,10064,19641,20192
2022-08-17 04:00:00+00:00,19662,10102,20408,10081,19626,20367
2022-08-17 05:00:00+00:00,19394,10051,20245,10034,19365,20212
2022-08-17 06:00:00+00:00,19043,9878,19993,9865,19021,19968
2022-08-17 07:00:00+00:00,19714,10142,20348,10129,19692,20323
2022-08-17 08:00:00+00:00,19282,9941,19984,9926,19257,19955
2022-08-17 09:00:00+00:00,19139,9835,20127,9821,19115,20099
2022-08-17 10:00:00+00:00,18987,9820,20053,9807,18966,20029
2022-08-17 11:00:00+00:00,19450,10054,20250,10041,19428,20225
2022-08-17 12:00:00+00:00,19362,9983,20191,9970,19340,20165
2022-08-17 13:00:00+00:00,19307,10096,20422,10084,19288,20400
2022-08-17 14:00:00+00:00,19638,10079,20297,10070,19622,20279
2022-08-17 15:00:00+00:00,19727,10119,20193,10110,19712,20177
2022-08-17 16:00:00+00:00,19337,10064,20145,10057,19326,20132
2022-08-17 17:00:00+00:00,19367,10006,20338,9999,19356,20325
2022-08-17 18:00:00+00:00,19101,9940,20163,9932,19088,20148
2022-08-17 19:00:00+00:00,19137,9915,20043,9907,19125,20029
2022-08-17 20:00:00+00:00,19641,10122,20144,10113,19625,20126
2022-08-17 21:00:00+00:00,19281,9952,20157,9942,19264,20137
2022-08-17 22:00:00+00:00,19369,10106,20199,10094,19349,20177
2022-08-17 23:00:00+00:00,19346,10055,20126,10041,19323,20099
2022-08-18 00:00:00+00:00,19427,10103,20360,10088,19401,20331
2022-08-18 01:00:00+00:00,19282,9996,20129,9980,19255,20098
2022-08-18 02:00:00+00:00,19010,9908,19990,9892,18984,19960
2022-08-18 03:00:00+00:00,19287,10021,20184,10009,19268,20162
2022-08-18 04:00:00+00:00,19012,9792,19728,9787,19005,19720
2022-08-18 05:00:00+00:00,19320,10090,20012,10090,19320,20012
2022-08-18 06:00:00+00:00,19256,9955,19949,9955,19256,19949
2022-08-18 07:00:00+00:00,19412,10104,20155,10104,19413,20156
2022-08-18 08:00:00+00:00,19151,9760,19916,9760,19151,19916
2022-08-18 09:00:00+00:00,19319,9852,19893,9852,19320,19894
2022-08-18 10:00:00+00:00,18984,9747,19783,9747,18984,19783
2022-08-18 11:00:00+00:00,18982,9757,19788,9755,18980,19785
2022-08-18 12:00:00+00:00,19102,9882,20149,9879,19098,20144
2022-08-18 13:00:00+00:00,19349,9945,19998,9942,19345,19993
2022-08-18 14:00:00+00:00,19213,9925,20009,9926,19215,20011
2022-08-18 15:00:00+00:00,19203,9959,20037,9961,19207,20041
2022-08-18 16:00:00+00:00,18836,9749,19766,9750,18837,19768
2022-08-18 17:00:00+00:00,19126,9804,20115,9805,19129,20118
2022-08-18 18:00:00+00:00,19417,10003,20308,10004,19419,20310
2022-08-18 19:00:00+00:00,19234,10010,19837,10009,19233,19835
2022-08-18 20:00:00+00:00,19108,9732,19765,9728,19102,19758
2022-08-18 21:00:00+00:00,19127,9921,20176,9915,19118,20165
2022-08-18 22:00:00+00:00,19488,10117,20309,10108,19473,20292
2022-08-18 23:00:00+00:00,19356,10093,20201,10081,19336,20178
2022-08-19 00:00:00+00:00,19514,10130,20376,10115,19489,20348
2022-08-19 01:00:00+00:00,19140,9839,20041,9824,19115,20012
2022-08-19 02:00:00+00:00,19381,10051,20143,10035,19354,20113
2022-08-19 03:00:00+00:00,19133,9892,19986,9879,19112,19962
2022-08-19 04:00:00+00:00,19249,10037,20198,10028,19234,20180
2022-08-19 05:00:00+00:00,19119,9979,20173,9971,19107,20159
2022-08-19 06:00:00+00:00,19334,10092,19948,10084,19321,19933
2022-08-19 07:00:00+00:00,19093,9842,20159,9833,19078,20141
2022-08-19 08:00:00+00:00,19398,10047,20109,10036,19380,20089
2022-08-19 09:00:00+00:00,19252,9952,19893,9937,19228,19866
2022-08-19 10:00:00+00:00,19213,10034,20153,10017,19185,20121
2022-08-19 11:00:00+00:00,19151,9847,19875,9830,19122,19842
2022-08-19 12:00:00+00:00,19398,9968,20148,9950,19367,20113
2022-08-19 13:00:00+00:00,19293,10025,20105,10007,19264,20072
2022-08-19 14:00:00+00:00,19346,9810,19771,9793,19317,19738
2022-08-19 15:00:00+00:00,19127,9798,20094,9782,19100,20063
2022-08-19 16:00:00+00:00,19393,10131,20205,10113,19363,20171
2022-08-19 17:00:00+00:00,19151,9879,20008,9859,19117,19969
2022-08-19 18:00:00+00:00,19327,9981,20062,9959,19290,20020
2022-08-19 19:00:00+00:00,19132,9953,20042,9929,19092,19996
2022-08-19 20:00:00+00:00,19179,10054,20122,10026,19133,20069
2022-08-19 21:00:00+00:00,19335,9962,20183,9930,19282,20122
2022-08-19 22:00:00+00:00,19420,9940,20053,9907,19363,19989
2022-08-19 23:00:00+00:00,19489,10188,20387,10149,19424,20313
2022-08-20 00:00:00+00:00,19275,9951,20296,9911,19208,20219
2022-08-20 01:00:00+00:00,19427,10076,20105,10035,19358,20027
2022-08-20 02:00:00+00:00,19134,9783,19986,9745,19069,19912
2022-08-20 03:00:00+00:00,19213,9836,19882,9802,19156,19817
2022-08-20 04:00:00+00:00,19177,9790,19697,9759,19125,19639
2022-08-20 05:00:00+00:00,19185,9977,20090,9950,19140,20038
2022-08-20 06:00:00+00:00,19175,9961,19865,9935,19132,19816
2022-08-20 07:00:00+00:00,18974,9646,19450,9620,18930,19401
2022-08-20 08:00:00+00:00,19080,9909,20049,9882,19035,19997
2022-08-20 09:00:00+00:00,19150,9992,20195,9964,19104,20142
2022-08-20 10:00:00+00:00,19049,9737,19853,9709,19002,19800
2022-08-20 11:00:00+00:00,19097,9879,19966,9852,19052,19915
2022-08-20 12:00:00+00:00,18976,9866,20055,9842,18935,20008
2022-08-20 13:00:00+00:00,19083,9779,19795,9758,19047,19754
2022-08-20 14:00:00+00:00,19276,9817,19848,9799,19245,19813
2022-08-20 15:00:00+00:00,19403,10001,19929,9986,19377,19900
2022-08-20 16:00:00+00:00,19154,9913,19944,9901,19134,19921
2022-08-20 17:00:00+00:00,19227,9968,19964,9958,19210,19944
2022-08-20 18:00:00+00:00,19100,9840,19814,9832,19087,19799
2022-08-20 19:00:00+00:00,19082,9793,20022,9784,19067,20005
2022-08-20 20:00:00+00:00,18943,9681,19673,9670,18924,19651
2022-08-20 21:00:00+00:00,19100,9822,19912,9809,19078,19887
2022-08-20 22:00:00+00:00,19264,9997,20129,9980,19236,20097
2022-08-20 23:00:00+00:00,19450,10071,20038,10052,19418,20002
2022-08-21 00:00:00+00:00,19087,10076,20291,10058,19057,20256
2022-08-21 01:00:00+00:00,18948,9974,19784,9958,18921,19753
2022-08-21 02:00:00+00:00,19046,9932,20139,9916,19020,20109
2022-08-21 03:00:00+00:00,19053,9858,19886,9847,19035,19865
2022-08-21 04:00:00+00:00,19314,9872,19853,9868,19308,19846
2022-08-21 05:00:00+00:00,19070,9795,19995,9795,19071,19996
2022-08-21 06:00:00+00:00,19139,9972,20184,9973,19141,20186
2022-08-21 07:00:00+00:00,19107,9770,19869,9771,19110,19872
2022-08-21 08:00:00+00:00,19072,9708,19677,9712,19078,19684
2022-08-21 09:00:00+00:00,18925,9813,19804,9815,18929,19809
2022-08-21 10:00:00+00:00,19004,9755,19727,9758,19009,19733
2022-08-21 11:00:00+00:00,19227,9894,20074,9898,19235,20083
2022-08-21 12:00:00+00:00,19063,9886,19915,9892,19073,19927
2022-08-21 13:00:00+00:00,19029,9847,19599,9858,19047,19620
2022-08-21 14:00:00+00:00,19087,9809,19865,9825,19114,19896
2022-08-21 15:00:00+00:00,19093,9672,19774,9690,19125,19811
2022-08-21 16:00:00+00:00,19074,9920,20028,9942,19112,20072
2022-08-21 17:00:00+00:00,19110,9781,19774,9806,19153,19823
2022-08-21 18:00:00+00:00,18697,9484,19519,9509,18741,19570
2022-08-21 19:00:00+00:00,18932,9846,19826,9871,18975,19875
2022-08-21 20:00:00+00:00,18709,9725,19701,9746,18744,19742
2022-08-21 21:00:00+00:00,18969,9800,19716,9817,18998,19749
2022-08-21 22:00:00+00:00,19033,9878,19847,9892,19056,19874
2022-08-21 23:00:00+00:00,19031,9916,19914,9926,19047,19933
2022-08-22 00:00:00+00:00,19066,9707,19603,9713,19077,19616
2022-08-22 01:00:00+00:00,18865,9656,19796,9661,18874,19807
2022-08-22 02:00:00+00:00,18776,9702,19510,9708,18786,19522
2022-08-22 03:00:00+00:00,18916,9781,19639,9790,18931,19656
2022-08-22 04:00:00+00:00,18886,9615,19585,9626,18906,19608
2022-08-22 05:00:00+00:00,18786,9674,19642,9689,18812,19672
2022-08-22 06:00:00+00:00,18817,9604,19702,9619,18843,19732
2022-08-22 07:00:00+00:00,19102,9780,19768,9795,19128,19798
2022-08-22 08:00:00+00:00,18856,9880,19850,9894,18880,19878
2022-08-22 09:00:00+00:00,19074,9911,20078,9923,19095,20103
2022-08-22 10:00:00+00:00,18958,9758,19837,9770,18979,19861
2022-08-22 11:00:00+00:00,19175,9857,19809,9869,19196,19833
2022-08-22 12:00:00+00:00,18851,9730,19527,9745,18876,19555
2022-08-22 13:00:00+00:00,18912,9763,19663,9775,18933,19687
2022-08-22 14:00:00+00:00,18938,9752,19553,9768,18965,19584
2022-08-22 15:00:00+00:00,18846,9714,19575,9732,18877,19610
2022-08-22 16:00:00+00:00,19034,9850,19846,9869,19066,19883
2022-08-22 17:00:00+00:00,19174,9957,19805,9977,19207,19843
2022-08-22 18:00:00+00:00,18877,9682,19582,9701,18910,19619
2022-08-22 19:00:00+00:00,19082,9858,19849,9874,19109,19880
2022-08-22 20:00:00+00:00,18877,9797,19707,9806,18893,19726
2022-08-22 22:00:00+00:00,19254,9869,19897,9870,19256,19899
2022-08-22 23:00:00+00:00,19119,9878,19838,9874,19113,19831
2022-08-23 00:00:00+00:00,19103,9798,19854,9791,19091,19840
2022-08-23 01:00:00+00:00,19012,9797,19851,9787,18996,19833
2022-08-23 02:00:00+00:00,19030,9872,19972,9862,19014,19953
2022-08-23 03:00:00+00:00,19128,9818,19944,9809,19113,19927
2022-08-23 04:00:00+00:00,18947,9804,19767,9797,18936,19754
2022-08-23 05:00:00+00:00,19527,10132,20281,10126,19516,20269
2022-08-23 06:00:00+00:00,19082,9864,19870,9857,19071,19857
2022-08-23 07:00:00+00:00,19285,9923,20007,9914,19270,19990
2022-08-23 08:00:00+00:00,19081,9839,19875,9828,19063,19854
2022-08-23 09:00:00+00:00,19188,9845,19994,9832,19166,19969
2022-08-23 10:00:00+00:00,19271,10012,20021,9994,19242,19988
2022-08-23 11:00:00+00:00,19342,9979,20046,9958,19307,20006
2022-08-23 12:00:00+00:00,19538,10092,20282,10069,19500,20239
2022-08-23 13:00:00+00:00,19281,9804,19865,9783,19246,19825
2022-08-23 14:00:00+00:00,19176,9845,19920,9824,19140,19879
2022-08-23 15:00:00+00:00,19218,9945,20187,9924,19183,20147
2022-08-23 16:00:00+00:00,18928,9817,19722,9796,18892,19681
2022-08-23 17:00:00+00:00,19081,9881,20049,9857,19041,20003
